window_start,window_end,fm_estimate,actual_distinct,relative_error,suspicious
6000,6100,11.376711354733615,2,4.688355677366808,True
6050,6150,11.376711354733615,2,4.688355677366808,True
6100,6200,11.376711354733615,2,4.688355677366808,True
6150,6250,11.376711354733615,2,4.688355677366808,True
6200,6300,11.376711354733615,2,4.688355677366808,True
6250,6350,13.962327571718529,4,2.490581892929632,True
6300,6400,13.962327571718529,4,2.490581892929632,True
6350,6450,23.65838838541195,6,2.9430647309019915,True
6400,6500,320.6164109061292,13,23.662800838933016,True
6450,6550,320.6164109061292,12,25.718034242177435,True
6500,6600,55.33218704347712,11,4.030198822134284,True
6550,6650,48.60958487931636,13,2.739198836870489,True
6600,6700,25.856162169849124,10,1.5856162169849124,True
6650,6750,6.722602164160773,4,0.6806505410401933,True
6700,6800,16.547943788703442,7,1.3639919698147775,True
6750,6850,19.392121627386846,9,1.1546801808207607,True
6800,6900,34.130134064200846,10,2.4130134064200846,True
6850,6950,48.60958487931636,15,2.240638991954424,True
6900,7000,47.5753383925224,17,1.7985493172071998,True
6950,7050,41.36985947175861,15,1.757990631450574,True
7000,7100,14.99657405851249,6,1.4994290097520817,True
7050,7150,3.3613010820803866,2,0.6806505410401933,True
7100,7200,3.3613010820803866,2,0.6806505410401933,True
7150,7250,4.1369859471758605,4,0.034246486793965136,True
7200,7300,4.1369859471758605,4,0.034246486793965136,True
7250,7350,13.962327571718527,7,0.9946182245312182,True
7300,7400,14.738012436814,7,1.1054303481162857,True
7350,7450,13.3159235174723,4,2.328980879368075,True
7400,7500,14.220889193417017,6,1.3701481989028361,True
7450,7550,14.220889193417017,6,1.3701481989028361,True
7500,7600,12.281677030678335,3,3.0938923435594448,True
7550,7650,12.281677030678335,4,2.0704192576695837,True
7600,7700,12.66951946322607,6,1.111586577204345,True
7650,7750,12.540238652376827,6,1.0900397753961377,True
7700,7800,12.669519463226072,5,1.5339038926452144,True
7750,7850,12.15239621982909,4,2.0380990549572724,True
7800,7900,12.15239621982909,4,2.0380990549572724,True
7850,7950,12.15239621982909,4,2.0380990549572724,True
7900,8000,11.764553787281352,2,4.882276893640676,True
7950,8050,11.764553787281352,2,4.882276893640676,True
8000,8100,11.764553787281352,3,2.9215179290937843,True
8050,8150,11.764553787281352,3,2.9215179290937843,True
8100,8200,11.764553787281352,3,2.9215179290937843,True
8150,8250,11.764553787281352,3,2.9215179290937843,True
8200,8300,11.764553787281352,3,2.9215179290937843,True
8250,8350,11.764553787281352,3,2.9215179290937843,True
8300,8400,11.764553787281352,2,4.882276893640676,True
8350,8450,12.669519463226072,3,3.223173154408691,True
8400,8500,12.669519463226072,3,3.223173154408691,True
8450,8550,11.764553787281352,2,4.882276893640676,True
8500,8600,11.764553787281352,2,4.882276893640676,True
8550,8650,11.764553787281352,2,4.882276893640676,True
8600,8700,11.764553787281352,2,4.882276893640676,True
8650,8750,11.764553787281352,2,4.882276893640676,True
8700,8800,11.764553787281352,2,4.882276893640676,True
8750,8850,11.764553787281352,2,4.882276893640676,True
8800,8900,13.703765950020037,4,2.425941487505009,True
8850,8950,13.703765950020037,4,2.425941487505009,True
8900,9000,12.15239621982909,4,2.0380990549572724,True
8950,9050,11.8938345981306,3,2.9646115327101996,True
9000,9100,11.764553787281352,2,4.882276893640676,True
9050,9150,11.764553787281352,2,4.882276893640676,True
9100,9200,16.547943788703442,4,3.1369859471758605,True
9150,9250,16.547943788703442,4,3.1369859471758605,True
9200,9300,11.764553787281352,2,4.882276893640676,True
9250,9350,11.764553787281352,2,4.882276893640676,True
9300,9400,11.764553787281352,2,4.882276893640676,True
9350,9450,11.764553787281352,2,4.882276893640676,True
9400,9500,11.764553787281352,2,4.882276893640676,True
9450,9550,11.764553787281352,2,4.882276893640676,True
9500,9600,11.764553787281352,2,4.882276893640676,True
9550,9650,12.023115408979843,3,3.007705136326614,True
9600,9700,12.023115408979843,3,3.007705136326614,True
9650,9750,3.6198627037788773,2,0.8099313518894387,True
9700,9800,3.6198627037788773,2,0.8099313518894387,True
9750,9850,3.6198627037788773,2,0.8099313518894387,True
9800,9900,3.6198627037788773,2,0.8099313518894387,True
9850,9950,3.6198627037788773,2,0.8099313518894387,True
9900,10000,3.6198627037788773,2,0.8099313518894387,True
9950,10050,4.395547568874352,3,0.46518252295811724,True
10000,10100,4.395547568874352,3,0.46518252295811724,True
10050,10150,3.6198627037788773,2,0.8099313518894387,True
10100,10200,3.6198627037788773,2,0.8099313518894387,True
10150,10250,12.023115408979843,3,3.007705136326614,True
10200,10300,12.023115408979843,3,3.007705136326614,True
10250,10350,11.764553787281352,2,4.882276893640676,True
10300,10400,11.764553787281352,2,4.882276893640676,True
10350,10450,11.764553787281352,2,4.882276893640676,True
10400,10500,11.764553787281352,2,4.882276893640676,True
10450,10550,11.764553787281352,2,4.882276893640676,True
10500,10600,11.764553787281352,2,4.882276893640676,True
10550,10650,11.764553787281352,2,4.882276893640676,True
10600,10700,11.8938345981306,3,2.9646115327101996,True
10650,10750,11.8938345981306,3,2.9646115327101996,True
10700,10800,11.764553787281352,2,4.882276893640676,True
10750,10850,16.547943788703442,4,3.1369859471758605,True
10800,10900,18.35787514059288,6,2.05964585676548,True
10850,10950,14.479450815115513,5,1.8958901630231026,True
10900,11000,14.996574058512493,5,1.9993148117024986,True
10950,11050,14.996574058512493,4,2.7491435146281233,True
11000,11100,6.464040542462281,3,1.1546801808207603,True
11050,11150,6.464040542462281,3,1.1546801808207603,True
11100,11200,15.513697301909474,5,2.102739460381895,True
11150,11250,14.996574058512493,4,2.7491435146281233,True
11200,11300,11.764553787281352,2,4.882276893640676,True
11250,11350,11.8938345981306,3,2.9646115327101996,True
11300,11400,11.8938345981306,3,2.9646115327101996,True
11350,11450,11.764553787281352,2,4.882276893640676,True
11400,11500,11.764553787281352,2,4.882276893640676,True
11450,11550,11.764553787281352,2,4.882276893640676,True
11500,11600,11.764553787281352,2,4.882276893640676,True
11550,11650,11.764553787281352,2,4.882276893640676,True
11600,11700,11.764553787281352,2,4.882276893640676,True
11650,11750,11.764553787281352,2,4.882276893640676,True
11700,11800,11.764553787281352,2,4.882276893640676,True
11750,11850,11.764553787281352,2,4.882276893640676,True
11800,11900,11.764553787281352,2,4.882276893640676,True
11850,11950,11.764553787281352,2,4.882276893640676,True
11900,12000,11.764553787281352,2,4.882276893640676,True
11950,12050,11.764553787281352,2,4.882276893640676,True
12000,12100,11.764553787281352,2,4.882276893640676,True
12050,12150,11.764553787281352,2,4.882276893640676,True
12100,12200,11.764553787281352,2,4.882276893640676,True
12150,12250,11.764553787281352,2,4.882276893640676,True
12200,12300,11.764553787281352,2,4.882276893640676,True
12250,12350,11.764553787281352,2,4.882276893640676,True
12300,12400,11.764553787281352,2,4.882276893640676,True
12350,12450,11.764553787281352,2,4.882276893640676,True
12400,12500,11.764553787281352,2,4.882276893640676,True
12450,12550,11.764553787281352,2,4.882276893640676,True
12500,12600,11.764553787281352,2,4.882276893640676,True
12550,12650,11.764553787281352,2,4.882276893640676,True
12600,12700,16.418662977854197,4,3.1046657444635493,True
12650,12750,22.23629946607025,8,1.7795374332587812,True
12700,12800,18.874998383989862,8,1.3593747979987327,True
12750,12850,12.798800274075315,6,1.1331333790125526,True
12800,12900,23.65838838541195,9,1.6287098206013277,True
12850,12950,23.787669196261195,10,1.3787669196261194,True
12900,13000,7.1104445967085095,6,0.18507409945141826,True
12950,13050,6.981163785859264,5,0.39623275717185286,True
13000,13100,6.464040542462283,5,0.2928081084924566,True
13050,13150,6.334759731613037,7,0.09503432405528045,True
13100,13200,5.559074866517563,6,0.07348752224707278,True
13150,13250,3.87842432547737,3,0.2928081084924566,True
13200,13300,6.205478920763791,5,0.24109578415275817,True
13250,13350,6.981163785859264,6,0.16352729764321072,True
13300,13400,5.171232433969824,3,0.7237441446566081,True
13350,13450,5.171232433969824,3,0.7237441446566081,True
13400,13500,5.30051324481907,5,0.06010264896381408,True
13450,13550,5.171232433969825,4,0.2928081084924563,True
13500,13600,3.6198627037788773,2,0.8099313518894387,True
13550,13650,4.783390001422089,3,0.5944633338073629,True
13600,13700,5.4297940556683155,4,0.3574485139170789,True
13650,13750,23.270545952864214,9,1.5856162169849126,True
13700,13800,22.753422709467234,8,1.8441778386834042,True
13750,13850,12.540238652376825,4,2.1350596630942063,True
13800,13900,12.41095784152758,3,3.13698594717586,True
13850,13950,12.41095784152758,3,3.13698594717586,True
13900,14000,12.41095784152758,3,3.13698594717586,True
13950,14050,12.41095784152758,3,3.13698594717586,True
14000,14100,13.574485139170793,6,1.2624141898617989,True
14050,14150,13.574485139170793,6,1.2624141898617989,True
14100,14200,12.66951946322607,3,3.22317315440869,True
14150,14250,12.023115408979844,2,5.011557704489922,True
14200,14300,14.220889193417019,6,1.3701481989028366,True
14250,14350,15.772258923607968,7,1.2531798462297097,True
14300,14400,15.12585486936174,6,1.52097581156029,True
14350,14450,15.12585486936174,6,1.52097581156029,True
14400,14500,5.946917299065299,7,0.15044038584781447,True
14450,14550,6.20547892076379,7,0.11350301131945859,True
14500,14600,7.756848650954737,6,0.29280810849245614,True
14550,14650,41.3698594717586,9,3.5966510524176223,True
14600,14700,41.3698594717586,11,2.7608963156144184,True
14650,14750,29.34674406277876,5,4.869348812555752,True
14700,14800,31.544517847215936,7,3.5063596924594194,True
14750,14850,32.06164109061292,10,2.2061641090612922,True
14800,14900,15.255135680210987,8,0.9068919600263734,True
14850,14950,6.334759731613036,4,0.583689932903259,True
14900,15000,5.171232433969825,5,0.034246486793965046,True
14950,15050,8.403252705200966,5,0.6806505410401933,True
15000,15100,8.273971894351721,3,1.7579906314505738,True
15050,15150,4.1369859471758605,2,1.0684929735879303,True
15100,15200,4.1369859471758605,2,1.0684929735879303,True
15150,15250,8.273971894351721,3,1.7579906314505738,True
15200,15300,8.273971894351721,3,1.7579906314505738,True
15250,15350,8.273971894351721,3,1.7579906314505738,True
15300,15400,8.273971894351721,3,1.7579906314505738,True
15350,15450,4.1369859471758605,2,1.0684929735879303,True
15400,15500,4.1369859471758605,2,1.0684929735879303,True
15450,15550,4.1369859471758605,2,1.0684929735879303,True
15500,15600,4.1369859471758605,2,1.0684929735879303,True
15550,15650,4.1369859471758605,2,1.0684929735879303,True
15600,15700,4.1369859471758605,2,1.0684929735879303,True
15650,15750,4.1369859471758605,2,1.0684929735879303,True
15700,15800,4.1369859471758605,2,1.0684929735879303,True
15750,15850,8.273971894351721,3,1.7579906314505738,True
15800,15900,8.273971894351721,3,1.7579906314505738,True
15850,15950,8.273971894351721,3,1.7579906314505738,True
15900,16000,8.273971894351721,3,1.7579906314505738,True
15950,16050,8.273971894351721,3,1.7579906314505738,True
16000,16100,8.273971894351721,3,1.7579906314505738,True
16050,16150,8.273971894351721,3,1.7579906314505738,True
16100,16200,8.273971894351721,3,1.7579906314505738,True
16150,16250,8.273971894351721,3,1.7579906314505738,True
16200,16300,31.28595622551744,5,5.257191245103488,True
16250,16350,31.28595622551744,5,5.257191245103488,True
16300,16400,4.395547568874351,3,0.46518252295811696,True
16350,16450,6.076198109914545,7,0.13197169858363647,True
16400,16500,11.376711354733615,10,0.13767113547336152,True
16450,16550,32.06164109061292,10,2.2061641090612922,True
16500,16600,29.993148117024987,7,3.2847354452892836,True
16550,16650,4.266266758025106,4,0.06656668950627642,True
16600,16700,4.266266758025106,4,0.06656668950627642,True
16650,16750,4.1369859471758605,2,1.0684929735879303,True
16700,16800,5.171232433969825,3,0.7237441446566084,True
16750,16850,5.171232433969825,3,0.7237441446566084,True
16800,16900,4.1369859471758605,2,1.0684929735879303,True
16850,16950,4.1369859471758605,2,1.0684929735879303,True
16900,17000,4.1369859471758605,2,1.0684929735879303,True
16950,17050,6.722602164160773,4,0.6806505410401933,True
17000,17100,7.756848650954737,6,0.29280810849245614,True
17050,17150,5.30051324481907,4,0.3251283112047676,True
17100,17200,5.30051324481907,4,0.3251283112047676,True
17150,17250,14.738012436814,7,1.1054303481162857,True
17200,17300,14.738012436814,8,0.8422515546017499,True
17250,17350,6.593321353311526,4,0.6483303383278816,True
17300,17400,6.593321353311526,4,0.6483303383278816,True
17350,17450,5.30051324481907,4,0.3251283112047676,True
17400,17500,6.851882975010019,5,0.3703765950020038,True
17450,17550,5.946917299065299,4,0.4867293247663247,True
17500,17600,4.1369859471758605,2,1.0684929735879303,True
17550,17650,4.1369859471758605,2,1.0684929735879303,True
17600,17700,4.1369859471758605,2,1.0684929735879303,True
17650,17750,4.1369859471758605,2,1.0684929735879303,True
17700,17800,4.1369859471758605,2,1.0684929735879303,True
17750,17850,4.395547568874351,4,0.09888689221858771,True
17800,17900,4.395547568874351,4,0.09888689221858771,True
17850,17950,8.791095137748703,4,1.1977737844371759,True
17900,18000,8.791095137748703,4,1.1977737844371759,True
17950,18050,5.817636488216054,3,0.9392121627386846,True
18000,18100,5.817636488216054,3,0.9392121627386846,True
18050,18150,4.1369859471758605,2,1.0684929735879303,True
18100,18200,9.825341624542668,5,0.9650683249085337,True
18150,18250,10.60102648963814,7,0.5144323556625915,True
18200,18300,6.334759731613035,5,0.266951946322607,True
18250,18350,5.817636488216054,3,0.9392121627386846,True
18300,18400,5.9469172990653,4,0.4867293247663249,True
18350,18450,5.559074866517562,3,0.8530249555058541,True
18400,18500,30.510271360421974,6,4.085045226736995,True
18450,18550,30.898113792969706,5,5.179622758593942,True
18500,18600,5.171232433969825,3,0.7237441446566084,True
18550,18650,5.171232433969825,3,0.7237441446566084,True
18600,18700,4.1369859471758605,2,1.0684929735879303,True
18650,18750,5.171232433969825,3,0.7237441446566084,True
18700,18800,5.4297940556683155,6,0.09503432405528074,True
18750,18850,6.076198109914545,6,0.012699684985757465,True
18800,18900,6.076198109914545,5,0.21523962198290897,True
18850,18950,4.266266758025106,3,0.4220889193417019,True
18900,19000,4.1369859471758605,2,1.0684929735879303,True
18950,19050,4.1369859471758605,2,1.0684929735879303,True
19000,19100,4.1369859471758605,2,1.0684929735879303,True
19050,19150,4.1369859471758605,2,1.0684929735879303,True
19100,19200,4.1369859471758605,2,1.0684929735879303,True
19150,19250,4.1369859471758605,2,1.0684929735879303,True
19200,19300,4.1369859471758605,2,1.0684929735879303,True
19250,19350,4.1369859471758605,2,1.0684929735879303,True
19300,19400,4.1369859471758605,2,1.0684929735879303,True
19350,19450,4.654109190572843,3,0.5513697301909476,True
19400,19500,5.559074866517562,4,0.3897687166293906,True
19450,19550,6.464040542462281,4,0.6160101356155703,True
19500,19600,5.817636488216054,3,0.9392121627386846,True
19550,19650,5.817636488216054,3,0.9392121627386846,True
19600,19700,6.076198109914545,4,0.5190495274786362,True
19650,19750,6.20547892076379,5,0.24109578415275798,True
19700,19800,4.395547568874351,3,0.46518252295811696,True
19750,19850,4.395547568874351,3,0.46518252295811696,True
19800,19900,5.817636488216054,3,0.9392121627386846,True
19850,19950,5.817636488216054,3,0.9392121627386846,True
19900,20000,6.593321353311526,4,0.6483303383278816,True
19950,20050,6.722602164160773,6,0.12043369402679553,True
20000,20100,5.688355677366808,5,0.13767113547336152,True
20050,20150,6.076198109914545,4,0.5190495274786362,True
20100,20200,6.076198109914545,4,0.5190495274786362,True
20150,20250,5.817636488216054,3,0.9392121627386846,True
20200,20300,5.817636488216054,3,0.9392121627386846,True
20250,20350,5.946917299065299,3,0.9823057663550996,True
20300,20400,5.946917299065299,3,0.9823057663550996,True
20350,20450,4.1369859471758605,2,1.0684929735879303,True
20400,20500,5.171232433969825,3,0.7237441446566084,True
20450,20550,5.171232433969825,3,0.7237441446566084,True
20500,20600,4.1369859471758605,2,1.0684929735879303,True
20550,20650,15.772258923607968,4,2.943064730901992,True
20600,20700,15.772258923607968,5,2.1544517847215934,True
20650,20750,5.559074866517562,4,0.3897687166293906,True
20700,20800,5.171232433969825,3,0.7237441446566084,True
20750,20850,4.1369859471758605,2,1.0684929735879303,True
20800,20900,5.171232433969825,3,0.7237441446566084,True
20850,20950,6.076198109914545,5,0.21523962198290897,True
20900,21000,5.30051324481907,4,0.3251283112047676,True
20950,21050,4.1369859471758605,2,1.0684929735879303,True
21000,21100,22.49486108776874,6,2.7491435146281233,True
21050,21150,39.04280487647218,7,4.57754355378174,True
21100,21200,29.476024873628006,4,6.3690062184070015,True
21150,21250,30.380990549572726,6,4.063498424928787,True
21200,21300,30.768832982120465,6,4.128138830353411,True
21250,21350,30.380990549572726,5,5.076198109914545,True
21300,21400,4.783390001422089,3,0.5944633338073629,True
21350,21450,6.593321353311528,4,0.648330338327882,True
21400,21500,15.513697301909474,5,2.102739460381895,True
21450,21550,20.16780649248232,7,1.8811152132117601,True
21500,21600,13.186642706623052,8,0.6483303383278816,True
21550,21650,8.661814326899458,6,0.44363572114990973,True
21600,21700,5.9469172990653,5,0.18938345981305993,True
21650,21750,5.9469172990653,5,0.18938345981305993,True
21700,21800,16.80650541040193,10,0.6806505410401928,True
21750,21850,30.510271360421974,12,1.542522613368498,True
21800,21900,25.856162169849124,10,1.5856162169849124,True
21850,21950,35.164380550994814,13,1.7049523500765242,True
21900,22000,35.164380550994814,14,1.511741467928201,True
21950,22050,47.05821514912542,19,1.476748165743443,True
22000,22100,40.33561298496464,20,1.016780649248232,True
22050,22150,25.856162169849124,19,0.36085064051837495,True
22100,22200,15.513697301909477,17,0.08742957047591308,True
22150,22250,13.445204328321546,13,0.0342464867939651,True
22200,22300,6.851882975010018,5,0.37037659500200365,True
22250,22350,3.2320202712311406,2,0.6160101356155703,True
22300,22400,3.2320202712311406,2,0.6160101356155703,True
22350,22450,3.2320202712311406,2,0.6160101356155703,True
22400,22500,3.2320202712311406,2,0.6160101356155703,True
22450,22550,3.2320202712311406,2,0.6160101356155703,True
22500,22600,3.2320202712311406,2,0.6160101356155703,True
22550,22650,3.2320202712311406,2,0.6160101356155703,True
22600,22700,3.7491435146281225,3,0.24971450487604083,True
22650,22750,3.7491435146281225,3,0.24971450487604083,True
22700,22800,4.524828379723597,4,0.13120709493089922,True
22750,22850,5.4297940556683155,5,0.0859588111336631,True
22800,22900,4.783390001422089,4,0.19584750035552223,True
22850,22950,9.954622435391915,6,0.6591037392319858,True
22900,23000,17.840751897195894,9,0.9823057663550993,True
22950,23050,14.479450815115513,5,1.8958901630231026,True
23000,23100,3.3613010820803866,2,0.6806505410401933,True
23050,23150,5.429794055668316,3,0.8099313518894388,True
23100,23200,9.954622435391915,6,0.6591037392319858,True
23150,23250,9.954622435391915,6,0.6591037392319858,True
23200,23300,5.429794055668316,4,0.3574485139170791,True
23250,23350,3.4905818929296317,3,0.16352729764321058,True
23300,23400,3.4905818929296317,3,0.16352729764321058,True
23350,23450,3.4905818929296317,3,0.16352729764321058,True
23400,23500,3.4905818929296317,3,0.16352729764321058,True
23450,23550,13.186642706623056,5,1.6373285413246113,True
23500,23600,13.186642706623056,5,1.6373285413246113,True
23550,23650,3.4905818929296317,3,0.16352729764321058,True
23600,23700,3.4905818929296317,3,0.16352729764321058,True
23650,23750,3.4905818929296317,3,0.16352729764321058,True
23700,23800,3.4905818929296317,3,0.16352729764321058,True
23750,23850,17.323628653798913,10,0.7323628653798913,True
23800,23900,17.323628653798913,10,0.7323628653798913,True
23850,23950,11.376711354733613,6,0.8961185591222689,True
23900,24000,11.893834598130598,6,0.9823057663550996,True
23950,24050,11.893834598130598,6,0.9823057663550996,True
24000,24100,154.8784113973963,9,16.208712377488478,True
24050,24150,154.6198497756978,8,18.327481221962223,True
24100,24200,152.29279518041136,10,14.229279518041135,True
24150,24250,159.79108220966765,13,11.291621708435972,True
24200,24300,16.030820545306458,7,1.2901172207580653,True
24250,24350,13.05736189577381,4,2.2643404739434523,True
24300,24400,13.05736189577381,5,1.6114723791547618,True
24350,24450,21.460614600974772,12,0.788384550081231,True
24400,24500,21.977737844371752,14,0.5698384174551252,True
24450,24550,7.239725407557755,7,0.03424648679396495,True
24500,24600,4.524828379723597,5,0.09503432405528063,True
24550,24650,3.6198627037788773,2,0.8099313518894387,True
24600,24700,3.6198627037788773,2,0.8099313518894387,True
24650,24750,3.6198627037788773,2,0.8099313518894387,True
24700,24800,3.6198627037788773,2,0.8099313518894387,True
24750,24850,3.6198627037788773,2,0.8099313518894387,True
24800,24900,3.6198627037788773,2,0.8099313518894387,True
24850,24950,3.6198627037788773,2,0.8099313518894387,True
24900,25000,3.6198627037788773,2,0.8099313518894387,True
24950,25050,3.6198627037788773,2,0.8099313518894387,True
25000,25100,3.6198627037788773,2,0.8099313518894387,True
25050,25150,3.6198627037788773,2,0.8099313518894387,True
25100,25200,3.6198627037788773,2,0.8099313518894387,True
25150,25250,3.6198627037788773,2,0.8099313518894387,True
25200,25300,3.6198627037788773,2,0.8099313518894387,True
25250,25350,3.6198627037788773,2,0.8099313518894387,True
25300,25400,3.6198627037788773,2,0.8099313518894387,True
25350,25450,3.6198627037788773,2,0.8099313518894387,True
25400,25500,4.395547568874352,4,0.09888689221858793,True
25450,25550,4.395547568874352,4,0.09888689221858793,True
25500,25600,6.334759731613036,5,0.2669519463226072,True
25550,25650,8.532533516050211,8,0.06656668950627642,True
25600,25700,16.030820545306458,8,1.0038525681633073,True
25650,25750,15.772258923607968,5,2.1544517847215934,True
25700,25800,4.912670812271334,3,0.6375569374237781,True
25750,25850,16.547943788703442,10,0.6547943788703442,True
25800,25900,16.547943788703442,10,0.6547943788703442,True
25850,25950,4.654109190572844,3,0.5513697301909479,True
25900,26000,4.007705136326615,2,1.0038525681633077,True
